nohup: ignoring input
 72%|███████▏  | 72/100 [17:22:48<5:17:52, 681.15s/it]epoch: 71	loss_train: 0.00522	loss_val: 0.00487	obj_accuracy: 1.00000	aff_accuracy: 0.99817
 73%|███████▎  | 73/100 [17:34:09<5:06:29, 681.09s/it]epoch: 72	loss_train: 0.00517	loss_val: 0.00492	obj_accuracy: 1.00000	aff_accuracy: 0.99817
 74%|███████▍  | 74/100 [17:45:30<4:55:08, 681.11s/it]epoch: 73	loss_train: 0.00518	loss_val: 0.00508	obj_accuracy: 1.00000	aff_accuracy: 0.99822
 75%|███████▌  | 75/100 [17:56:51<4:43:50, 681.20s/it]epoch: 74	loss_train: 0.00515	loss_val: 0.00522	obj_accuracy: 1.00000	aff_accuracy: 0.99792
 76%|███████▌  | 76/100 [18:08:13<4:32:28, 681.19s/it]epoch: 75	loss_train: 0.00504	loss_val: 0.00623	obj_accuracy: 1.00000	aff_accuracy: 0.99757
 77%|███████▋  | 77/100 [18:19:34<4:21:07, 681.22s/it]epoch: 76	loss_train: 0.00514	loss_val: 0.00490	obj_accuracy: 1.00000	aff_accuracy: 0.99807
 78%|███████▊  | 78/100 [18:30:55<4:09:46, 681.22s/it]epoch: 77	loss_train: 0.00489	loss_val: 0.00467	obj_accuracy: 1.00000	aff_accuracy: 0.99817
 79%|███████▉  | 79/100 [18:42:16<3:58:27, 681.29s/it]epoch: 78	loss_train: 0.00482	loss_val: 0.00499	obj_accuracy: 1.00000	aff_accuracy: 0.99824
 80%|████████  | 80/100 [18:53:38<3:47:04, 681.25s/it]epoch: 79	loss_train: 0.00490	loss_val: 0.00461	obj_accuracy: 1.00000	aff_accuracy: 0.99832
 81%|████████  | 81/100 [19:04:59<3:35:42, 681.19s/it]epoch: 80	loss_train: 0.00494	loss_val: 0.00435	obj_accuracy: 1.00000	aff_accuracy: 0.99822
 82%|████████▏ | 82/100 [19:16:20<3:24:23, 681.28s/it]epoch: 81	loss_train: 0.00456	loss_val: 0.00480	obj_accuracy: 1.00000	aff_accuracy: 0.99827
 83%|████████▎ | 83/100 [19:27:41<3:12:59, 681.17s/it]epoch: 82	loss_train: 0.00470	loss_val: 0.00471	obj_accuracy: 1.00000	aff_accuracy: 0.99824
 84%|████████▍ | 84/100 [19:39:02<3:01:39, 681.20s/it]epoch: 83	loss_train: 0.00468	loss_val: 0.00478	obj_accuracy: 1.00000	aff_accuracy: 0.99814
 85%|████████▌ | 85/100 [19:50:24<2:50:19, 681.32s/it]epoch: 84	loss_train: 0.00471	loss_val: 0.00469	obj_accuracy: 1.00000	aff_accuracy: 0.99834
 86%|████████▌ | 86/100 [20:01:45<2:38:58, 681.31s/it]epoch: 85	loss_train: 0.00440	loss_val: 0.00429	obj_accuracy: 1.00000	aff_accuracy: 0.99827
 87%|████████▋ | 87/100 [20:13:06<2:27:36, 681.25s/it]epoch: 86	loss_train: 0.00434	loss_val: 0.00465	obj_accuracy: 1.00000	aff_accuracy: 0.99804
 88%|████████▊ | 88/100 [20:24:28<2:16:15, 681.27s/it]epoch: 87	loss_train: 0.00415	loss_val: 0.00454	obj_accuracy: 1.00000	aff_accuracy: 0.99832
 89%|████████▉ | 89/100 [20:35:49<2:04:53, 681.21s/it]epoch: 88	loss_train: 0.00431	loss_val: 0.00444	obj_accuracy: 1.00000	aff_accuracy: 0.99824
 90%|█████████ | 90/100 [20:47:10<1:53:32, 681.27s/it]epoch: 89	loss_train: 0.00408	loss_val: 0.00433	obj_accuracy: 1.00000	aff_accuracy: 0.99809
 91%|█████████ | 91/100 [20:58:31<1:42:11, 681.28s/it]epoch: 90	loss_train: 0.00425	loss_val: 0.00438	obj_accuracy: 1.00000	aff_accuracy: 0.99829
 92%|█████████▏| 92/100 [21:09:53<1:30:50, 681.29s/it]epoch: 91	loss_train: 0.00409	loss_val: 0.00461	obj_accuracy: 1.00000	aff_accuracy: 0.99809
 93%|█████████▎| 93/100 [21:21:14<1:19:28, 681.22s/it]epoch: 92	loss_train: 0.00412	loss_val: 0.00427	obj_accuracy: 1.00000	aff_accuracy: 0.99837
 94%|█████████▍| 94/100 [21:32:35<1:08:07, 681.22s/it]epoch: 93	loss_train: 0.00400	loss_val: 0.00419	obj_accuracy: 1.00000	aff_accuracy: 0.99824
 95%|█████████▌| 95/100 [21:43:56<56:45, 681.19s/it]  epoch: 94	loss_train: 0.00379	loss_val: 0.00462	obj_accuracy: 1.00000	aff_accuracy: 0.99804
 96%|█████████▌| 96/100 [21:55:18<45:25, 681.28s/it]epoch: 95	loss_train: 0.00384	loss_val: 0.00424	obj_accuracy: 1.00000	aff_accuracy: 0.99817
 97%|█████████▋| 97/100 [22:06:39<34:03, 681.28s/it]epoch: 96	loss_train: 0.00363	loss_val: 0.00413	obj_accuracy: 1.00000	aff_accuracy: 0.99839
 98%|█████████▊| 98/100 [22:18:00<22:42, 681.23s/it]epoch: 97	loss_train: 0.00368	loss_val: 0.00419	obj_accuracy: 1.00000	aff_accuracy: 0.99829
 99%|█████████▉| 99/100 [22:29:21<11:21, 681.27s/it]epoch: 98	loss_train: 0.00381	loss_val: 0.00422	obj_accuracy: 1.00000	aff_accuracy: 0.99842
100%|██████████| 100/100 [22:40:43<00:00, 681.22s/it]
epoch: 99	loss_train: 0.00361	loss_val: 0.00415	obj_accuracy: 1.00000	aff_accuracy: 0.99839
